Straßenname	ungerade Hausnummer	gerade Hausnummer	Wahlkreis	Ortschaft	Wahlbezirk
Rabet	15-33	8-60	1		2059
Rackwitzer Straße	1		9		9369
Rackwitzer Straße	2		0		0109
Rackwitzer Straße	3-37	12-56	1		1009
Radefelder Straße	9-31	10-26	8		8009
Radefelder Weg	1-17	2-18	8	Lützschena-Stahmeln	8219
Radefelder Weg	19-35	20-34	8	Lützschena-Stahmeln	8229
Radefelder Weg	37-45	38-50	8	Lützschena-Stahmeln	8219
Radiusstraße	1-19	2-22	7		7219
Raiffeisenstraße	1A-51	2-42	5		5309
Raimundstraße	1-15		7		7109
Raimundstraße	2-14		7		7140
Ranftsche Gasse	14		1		2039
Rankestraße	6-14		2		2330
Ranstädter Steinweg	1-17		0		0421
Richard-Wagner-Straße	1-15	2-14B	0		0019
Richterstraße	1-11	4-8	0		0609
Richterstraße	13-21	10-12	8		9069
Richterstraße	23-25	16	8		9029
Riebeckstraße	1-5A		3		3049
Riebeckstraße	7-9	6-36	3		3039
Riebeckstraße	13-43		3		3060
Riebeckstraße	51-65	38-50	3		3089
Riedelstraße	2-10		3		3049
Riemannstraße	1		0		0341
Riemannstraße	8-52		0		0310
Riemannstraße	25B-37		0		0339
Riemannstraße	54-56		0		0301
Riesaer Straße	1-27A	2-26	2		2321
Riesaer Straße	31-67	36-74	2		2471
Riesaer Straße	75-101		2		2489
Riesaer Straße	121-177		2	Engelsdorf	2712
Riesaer Straße	191-251	76-246	2	Engelsdorf	2711
Riesenweg	3-23		0		4209
Riesenweg	6-26		0		4201
Rietschelstraße	1-3		7		7140
Rietschelstraße	5-17	2-22	7		7159
Rietschelstraße	19-61	24-50	7		7131
Rietschelstraße	52		7		7359
Rietschelstraße	58		7		7131
Rietzschkebogen	1-15	2-8	9	Wiederitzsch	9519
Rietzschkebogen	23-61	10-50	9	Wiederitzsch	9511
Rietzschkegrund	1A-25	2-24	9	Wiederitzsch	9520
Rietzschkeweg	1-15	2-20	3		3209
Rietzschkewiesen	1-7		2	Mölkau	2619
Rinckartstraße	1-11	2-14	7		7119
Ringelnatzweg	1-31		3		3229
Ringelnatzweg	2-14		3		3219
Ringstraße	1-45	4-60	6		6259
Ringstraße	47-199	122	6		6279
Ringstraße	201-215		6		6269
Ringweg	1-31	2-28	5	Hartmannsdorf-Knautnaundorf	5509
Rippachtalstraße	4-10		5		5309
Rippachtalstraße	5		5		5319
Rittergutsstraße	1-23	2-6	8		8119
Ritterlingsweg	1-37		5		5409
Ritter-Pflugk-Straße	1-15A	2-28	5		5412
Ritter-Pflugk-Straße	17-19		5		5409
Ritterspornweg	2-8C		2	Engelsdorf	2729
Ritterstraße	5-29	4-50	0		0019
Robert-Blum-Platz	2-26		9	Wiederitzsch	9511
Robert-Blum-Straße	1-19		1		1009
Robert-Hanf-Weg	1-27	2-36	7	BöhLindenthalz-Ehrenberg	7402
Robert-Koch-Straße	1-21	4-22	7	BöhLindenthalz-Ehrenberg	7401
Robert-Koch-Weg	1-11	2-10	2	Engelsdorf	2711
Robert-Mayer-Straße	1-11	2-8	2		2321
Robert-Schumann-Straße	1-13	2-18	0		0320
Robert-Volkmann-Straße	1-3	2	3		3049
Robert-Volkmann-Straße	4		3		3039
Robinienweg	1-13	2-12	9	Wiederitzsch	9511
Rochlitzstraße	1-27	2-36	5		5049
Rochlitzstraße	29-51	38-78	5		5009
Rochlitzstraße	53-67		5		5029
Rochlitzstraße	80-96		5		5019
Röckener Straße	2-38		5		5139
Rodelandstraße	1-5	2-16	8		8111
Rödelstraße	1-31		5		5049
Rödelstraße	2-6		5		5009
Rödelstraße	8-24		5		5048
Rodinweg	1-3	2-4	8		8009
Roggenring	5-19	2-26	9	Wiederitzsch	9520
Rohrteichstraße	16-20		1		1009
Rolf-Axen-Straße	1-33		5		5259
Rolf-Axen-Straße	2-20		5		5219
Rollerweg	3-5		1		1500
Romain-Rolland-Weg	1-35	2-40	3		3319
Römhilder Weg	3-17	4-6	6		6029
Röntgenstraße	1-15	6-30	7		7109
Rosa-Luxemburg-Straße	2-18		0		0129
Rosa-Luxemburg-Straße	3-49	20-32	0		0109
Rosa-Luxemburg-Straße	36-48		1		2020
Sackestraße	1-7	2-8	1		1109
Safranweg	1-11	2-20	9	Wiederitzsch	9531
Salamanderstraße	1-9	6-10	1		2511
Salbeiweg	5-7	2-20	9	Wiederitzsch	9531
Salomonstraße	2-28		0		0129
Salomonstraße	3-27		0		0109
Salzgäßchen	3	6	0		0019
Salzhandelsstraße	2-74		9	Wiederitzsch	9531
Salzmannstraße	1-23	2-18	9		9349
Salzstraße	11	2	8	Lindenthal	8309
Salzweg	10		6		6491
Samuel-Lampel-Straße	1-5	2-28	9		1360
Sandberg	23-27		7	Burghausen	7501
Sandberg	29-55	2-30	7	Rückmarsdorf	7529
Sandberg	59		7	Burghausen	7501
Sanddornweg	1-33	2-36	5		5411
Sandgrubenweg	27-37	2-36	1		1500
Sandmännchenweg	1-17	12-44	0		4201
Sandweg	1-21	4-16	8	Lindenthal	8309
Saphirstraße	1-5	2	2	Engelsdorf	2709
Sasstraße	1-3		8		9021
Sasstraße	2-4		8		9029
Sasstraße	7	8-26	8		9039
Sasstraße	32-40		9		9168
Sasstraße	15-35	42-50	9		9169
Sasstraße	52		9		9149
Sattelhofstraße	1-43	4-16	7		7341
Sattelhofstraße	18-24		7		7319
Sattelhofstraße	28-42		7		7341
Sattlerweg	1-5	4	8	Lützschena-Stahmeln	8229
Saturnstraße	1-33		6		6519
Saturnstraße	35-69		6		6509
Saxoniastraße	5-59	2-32B	2	Engelsdorf	2900
Schacherstraße	1-5	2-6	2		2201
Schachtstraße	1-13	2-16	8		9009
Schadowstraße	1-11	2-18	7		7029
Schäferweg	1-29	2-54	3	Liebertwolkwitz	3439
Scharnhorststraße	3-13	2-16	4		4051
Scharnhorststraße	15		4		4029
Scharnhorststraße	17-35		4		4039
Scharnhorststraße	41-57	18-42	4		4069
Scharnhorststraße	59-63	44-46	4		4098
Schatzweg	3-5	2-4	5		5401
Schauerstraße	1-3		1		1059
Scheffelstraße	17-35		4		4111
Scheffelstraße	18		4		4109
Scheffelstraße	34-52C		4		4129
Scheffelstraße	37-57		4		4121
Schenderleinstraße	2-4		7	Miltitz	6601
Schenkendorfstraße	1-17A	4-20	4		4011
Schenkendorfstraße	19-45	24-62	4		4019
Schenkendorfstraße	45A-61		4		4031
Scherlstraße	1-15	2-20	0		0129
Scheumannstraße	1	4-10	1		1029
Schiebestraße	1-23	2-8	9		9339
Schiebestraße	12-14		9		9369
Schiebestraße	25-49	16-42	9		9349
Schildberger Weg	1-45	2-8	9		1319
Schildberger Weg	10-34		9		1321
Schillerplatz	9	8	8		8111
Schillerstraße	3-7	2-6	0		0019
Schillerweg	1-35	2-36	8		9081
Schillingstraße	1-5		7		7019
Schillingstraße	4-20		7		7029
Schimmelstraße	1		7	Miltitz	6601
Schinkelstraße	1-9	2-14	9		9339
Schirmerstraße	1-13		2		2249
Schirmerstraße	15-33	2-26	2		2221
Schkeitbarer Weg	1-5	2	5	Hartmannsdorf-Knautnaundorf	5509
Schkeuditzer Straße	1-33	12-32	7	Burghausen	7501
Schkorlopper Straße	7-25	4-50	5	Hartmannsdorf-Knautnaundorf	5509
Schladitzer Straße	70-78		9		9309
Schlegelstraße	1-15	2-10	4		4009
Schlehdornweg	1-17A	2-36	2	Engelsdorf	2712
Schlehenweg	1-15	2-32	2		2459
Schlesierstraße	21-49	20-44	3		3151
Schuhmachergäßchen	1-3	2	0		0019
Schulgasse	1-7		9	Seehausen	9419
Schulstraße	1-17B	2-12	2	Mölkau	2609
Schulstraße	18-42		2	Mölkau	2629
Schulweg	1-3	4-8	2	Engelsdorf	2709
Schulze-Boysen-Straße	4-16		3		3021
Schulze-Delitzsch-Straße	3-41	2-30	1		2009
Schulze-Delitzsch-Straße	43-71	46–58	1		2109
Schulzeweg	1-13	2-24	1		1149
Schützenhausstraße	1-21	2-18	1		2139
Schützenstraße	21	2-10	0		0109
Schützstraße	1-9	2-6	7		7309
Schwabacher Straße	5-23	2-18A	5		6312
Schwägrichenstraße	1-5	2-4	0		0301
Schwägrichenstraße	7-23	6-22	0		0320
Schwalbenweg	1-17	2-18	9	Seehausen	9400
Schwanenweg	2-4		7	Rückmarsdorf	7529
Schwantesstraße	1-79		1		1169
Schwantesstraße	2-8		1		1159
Schwartzestraße	1-3		5		5249
Schwartzestraße	4-6		5		5219
Schwartzestraße	15-31	18-20	5		5259
Schwartzestraße	33-37		5		5249
Schwarzackerstraße	1-13	2-14	3		3101
Schwarzdornweg	1-21	2-26	5		5411
Schwarzenbergweg	3-67	2-4A	3		3319
Schwarzenbergweg	6-8		3		3301
Schwarzenbergweg	40-42		3		3319
Schwarzer Weg	1-5	2-36	7	Miltitz	6601
Schwedenstraße	1-17	2-22	8	Lindenthal	8311
Schweinfurter Straße	1-1I	2-10	5		6312
Schweinfurter Straße	3-13C	12-26	5		6311
Schweizerbogen	1-23	2-66	3		3211
Schwindstraße	10-16		2		2489
Schwylststraße	1-5	2-8	7		7319
Scipiostraße	1-13	2-18	2	Mölkau	2619
Sebastian-Bach-Straße	1-19	2-6	0		0419
Sebastian-Bach-Straße	21-51	14-44	0		0400
Seebenischer Straße	7-25	2-24	5		5329
Seebogen	2-40		6		6491
Seeburgstraße	5-11	14-36	0		0200
Seeburgstraße	23-57		0		0211
Seeburgstraße	48-100		0		0212
Seegeritzer Straße	3-17		2		2471
Seegeritzer Weg	1-7	2-8	1	Plaußig	1520
Seehausener Allee	3-63	2-84	9	Seehausen	9400
Seehausener Straße	5-23		9	Wiederitzsch	9509
Seehausener Straße	27-35		9	Wiederitzsch	9519
Seelenbinderstraße	1-15	2-22	8		8071
Seelenbinderstraße	17-37		8		8029
Seelestraße	27-35	22-32	1		1401
Seemannstraße	1-5	6-8	3		3019
Seestraße	1-23	2-18	6		6491
Seeweg	2-4		9	Seehausen	9400
Seffnerstraße	2-18		6		6409
Segerstraße	1-13		2		2231
Segerstraße	2-12		2		2219
Seidelstraße	1-5	2-4	3		3229
Seifertshainer Straße	47-47A	48-52	3	Holzhausen	3519
Seiffener Straße	1-19	2-24	1		1421
Seilerweg	3-5	2-6	8	Lützschena-Stahmeln	8229
Seipelweg	1-19		1		1129
Seipelweg	2-24		1		1149
Seitengasse	1-1A	2-6	9		9329
Seitenstraße	1-41	6-38	3	Liebertwolkwitz	3409
Seitenweg	1	2	2	Engelsdorf	2919
Sellerhäuser Straße	1-13		2		2231
Sellerhäuser Straße	2-10		2		2249
Selliner Straße	1-1C	2-44	6		6409
Selliner Straße	5-17		6		6459
Selliner Straße	21-37		6		6419
Selneckerstraße	1-7	2-26	4		4109
Selneckerstraße	28		4		4111
Semmelweisstraße	1-9		0		0230
Semmelweisstraße	2		0		0220
Semmelweisstraße	10-14		0		0241
Sprikkenwinkel	1-19	2-10	7	Burghausen	7501
Springerstraße	1-27	2-34	0		0609
Springerstraße	31-37	36-42	0		0601
Staffelsteinstraße	1-9	2-8	6		6491
Stahmelner Allee	12		8	Lützschena-Stahmeln	8200
Stahmelner Anger	1-19	2-4	8	Lützschena-Stahmeln	8200
Stahmelner Höhe	1-67	2-34	8	Lützschena-Stahmeln	8200
Stahmelner Straße	7-39	8-58	8		8119
Stahmelner Straße	64-70		8		8111
Stahmelner Straße	86-98		8		8119
Stahmelner Straße	102-108		8		8111
Stahmelner Straße	101-195	112-218	8	Lützschena-Stahmeln	8200
Stallbaumstraße	1-3	2-4	8		9070
Stallbaumstraße	5-41	8-36	8		9049
Stammerstraße	1-5	2-28	8		8121
Stammerstraße	9-25	40	8		8111
Stammstraße	3	2-8	3		3060
Stannebeinplatz	1-13		1		1079
Stannebeinplatz	2-6		1		1059
Stauffacherweg	1-29	2-38	9		9309
Stauffenbergstraße	1	2-4	9		9111
Stauffenbergstraße	9-11	8-18	9		9100
Stefan-Zweig-Straße	1-21	6-16	7	BöhLindenthalz-Ehrenberg	7402
Steffensstraße	1-29	2-32	9		9151
Stegerwaldstraße	1-25	2-18	2		2219
Steinbachweg	3	2-6	8	Lützschena-Stahmeln	8229
Steinberger Straße	1-9		3		3049
Steinberger Straße	2-10		3		3059
Steinbergstraße	5-15	6-8	3	Holzhausen	3529
Steinbergstraße	10-12		3	Holzhausen	3509
Steinbergstraße	16-30		3	Holzhausen	3529
Steinpilzweg	1-23		5		5409
Steinstraße	3-13	2-8	4		4040
Steinstraße	12-18		4		4079
Steinstraße	15-23		4		4051
Steinstraße	29-39	20-46	4		4089
Steinstraße	41-57		4		4069
Steinstraße	50-72		4		4099
Steinstraße	67-85	74-76	4		4098
Steinweg	1-5	6	9	Wiederitzsch	9509
Stentzlerstraße	1-29	4-118	9	Wiederitzsch	9509
Stentzlerstraße	33-121	122	9	Wiederitzsch	9531
Stephaniplatz	3		3		3001
Stephanstraße	1	4-12	0		0211
Stephanstraße	1A-11	14-24	0		0212
Sternbachstraße	14-24		1		1009
Sternenstraße	7-19	2-26	2	Engelsdorf	2711
Sternenstraße	21-27	30-34	2	Engelsdorf	2712
Sternenwinkel	1-11	2-36	8	Lindenthal	8309
Sternheimstraße	15-31	2-40	1		1510
Sterntalerweg	1-21	2-22	0		4221
Sternwartenstraße	15-33	2-22	0		0200
Sternwartenstraße	49-79	24-44	0		0212
Steyberweg	11-67		9		9329
Stieglitzstraße	1-43	2-36	5		5049
Stieglitzstraße	45-85B	40-84	5		5009
Stieglitzstraße	87-105	86-96	5		5019
Stieglitzweg	2-12		7	BöhLindenthalz-Ehrenberg	7419
Stifterstraße	1-7	2-6	3		3229
Stiftsstraße	7	2	3		3021
Stockartstraße	3-11		4		4129
Stockartstraße	4-16A		4		4132
Stockartstraße	13-31	18-30	4		4131
Stöckelstraße	1-27		1		1029
Stöckelstraße	2-32		1		1009
Stöckelstraße	41-45	34-54	1		1030
Stöckelstraße	56-62		1		1059
Stockmannstraße	3-17	2-12	7		7239
Stockstraße	2-12		8		9029
Stockstraße	3-15		8		9070
Stöhrerstraße	1B-23	6-26	1		1109
Stollberger Straße	2-8		1		1410
Stollberger Straße	1-7	10-12	1		1421
Stollestraße	1-3	2-14	8		9049
Storchenweg	1-11	2-6	9	Seehausen	9400
Stormstraße	1-23	4-20	3		3229
Tauchaer Straße	271-355		1		1500
Taurusweg	1-31	2-12	6		6509
Teerosenweg	6-28		7	BöhLindenthalz-Ehrenberg	7419
Teichgräberstraße	3-7	2-18	4		4349
Teichmannstraße	1-21		3	Liebertwolkwitz	3419
Teichmannstraße	2-32		3	Liebertwolkwitz	3409
Teichmannstraße	23-35		3	Liebertwolkwitz	3439
Teichstraße	2-12		4		4109
Teichstraße	5-21	20	4		4101
Teichweg	2-18		9	Seehausen	9419
Telemannstraße	1-9	2-6	0		0320
Tellweg	1-19	2-20	9		9309
Tennstedter Weg	3-19	2-20	5		6311
Teschstraße	1-39	4-34	1		1401
Teslastraße	2-20		1		1439
Teslastraße	3		1		2509
Teubnerstraße	7-13	2-16	3		3019
Thaerstraße	1-39	2-60	9		9329
Thärigenstraße	5	2-4	8		8069
Theklaer Straße	6-112		1		1109
Theklaer Straße	7-57B		1		1009
Theklaer Straße	105-113		1		1401
Theklaer Straße	124-130		1		1421
Theklaer Straße	132-150		1		1410
Theobald-Beer-Straße	1-7	2-10	9	Wiederitzsch	9531
Theobald-Beer-Straße	9-49	22-44B	9	Wiederitzsch	9509
Theobald-Beer-Straße	51-53	46-54	9	Wiederitzsch	9519
Theodor-Heuss-Straße	8-42		2		2321
Theodor-Heuss-Straße	43		2		2471
Theodor-Heuss-Straße	44-46		2		2330
Theodor-Kunz-Ring	1-21	2-50	2	Engelsdorf	2900
Theodor-Neubauer-Straße	1-3	4-6	2		2221
Theodor-Neubauer-Straße	19A-27		2		2231
Theodor-Neubauer-Straße	29-37	14-60	2		2249
Theodor-Neubauer-Straße	43-121	62-104	2		2219
Theodor-Voigt-Straße	1-33	4-28	3	Liebertwolkwitz	3409
Theresienstraße	2-8		0		0619
Theresienstraße	5-27	10-60	9		9369
Theresienstraße	35-43		9		9349
Theresienstraße	45-79		9		9359
Thiemstraße	1-9	2-8	3		3151
Thiemstraße	15-21	10-12	3		3169
Thiemstraße	14-22		3		3168
Thierbacher Straße	1-17	4-8	4		4159
Thierschstraße	1-53	2-50	3		3219
Thietmarstraße	13	2-24	7		7239
Thomasgasse	2-4		0		0019
Thomasiusstraße	1-9A	2-10	0		0421
Thomasiusstraße	11-17	14-22	0		0429
Thomasiusstraße	19-25	26-32	0		0449
Thomaskirchhof	7-21	8-22	0		0019
Thomas-Mann-Straße	1-9	2-10	2	Engelsdorf	2729
Thomas-Müntzer-Straße	1	2-2E	6		6489
Thomas-Müntzer-Straße	4-10A		6		6491
Thomas-Wagner-Straße	1-17	2-14	2	Mölkau	2619
Thonberger Straße	1-3	2	3		3071
Threnaer Straße	1-17	2-18	4		4159
Thünenstraße	5	2-6	9		9329
Thüringer Straße	1-25	2-18	7		7239
Thymianweg	33-81	2-48	9	Wiederitzsch	9531
Tieckstraße	1-3	2-6	4		4009
Tiefe Straße	1-7A	2-10	2		2221
Tilman-Riemenschneider-Weg	1-19		2		2489
Tintlingsweg	1-21		5		5409
Tirolerweg	6-18		3		3211
Tischbeinstraße	1-15	2-16	5		5049
Titaniaweg	1-9	2	6		6559
Tollweg	1-97	2-70	3		3319
Topasstraße	1-43		2	Engelsdorf	2709
Topasstraße	45-89	2-58	2	Engelsdorf	2701
Topasstraße	60-120		2	Engelsdorf	2729
Töpferstraße	3-15	2-10	3	Liebertwolkwitz	3409
Töpferweg	1-3	2-10	9	Seehausen	9419
Torgauer Platz	1-3	2-6	1		2139
Torgauer Straße	7-35	4-40	1		2149
Torgauer Straße	40A-98		1		2139
Viertelsweg	1-23		9		9139
Viertelsweg	2-24		8		9221
Viertelsweg	27-35A		9		9111
Viertelsweg	32-44		8		9229
Viertelsweg	37-69		9		9100
Viertelsweg	56-92		8		9231
Vierzehn-Bäume-Weg	1-79	8-60	9		1301
Viktoriastraße	1-17	6-14	3		3039
Virchowstraße	1-15		9		9168
Virchowstraße	4-10		9		9171
Virchowstraße	17-31	12-26	9		9149
Virchowstraße	30-38		9		9151
Virchowstraße	33-51		9		9139
Virchowstraße	53-91		8		9221
Virchowstraße	111	70-146	8		9229
Vivaldistraße	1-33	2-46	2	Engelsdorf	2709
Vlamenstraße	4-4B		8		8111
Vlamenstraße	3-33	8-16	8		8119
Voigtstraße	1-13		7		7219
Voigtstraße	2-12		7		7239
Volbedingstraße	2-20		1		1009
Volbedingstraße	7-33		9		1209
Volbedingstraße	39		9		1220
Volckmarstraße	1-19	2-18	3		3021
Volksgartenstraße	4-14		1		1109
Volksgartenstraße	1C-43	16-28	1		1129
Volksgartenstraße	49-57		1		1159
Vollhardtstraße	2-10A		4		4401
Vollhardtstraße	16		4		4402
Voltairestraße	2-14		8		8029
Voltaweg	1-17	2-28	3		3130
Vor dem Hospitaltore	1		3		3021
Vor dem Hospitaltore	2		0		0241
Vordere Schlobachstraße	5-7	2-12	7	BöhLindenthalz-Ehrenberg	7429
Wachauer Straße	1-9	8	3		3168
Wachberg	3-33		7	Rückmarsdorf	7529
Wachbergallee	3-29	6-28	7	Rückmarsdorf	7529
Wacholderweg	1-5	2-4	3	Liebertwolkwitz	3419
Wachsmuthstraße	1-3	4-20	5		5139
Wachsmuthstraße	5-15		5		5140
Wachtelsteig	1-7	2-8	5		5409
Wächterstraße	11-15	30-36	0		0301
Wahrener Straße	1-9	2-4	8	Lindenthal	8321
Wahrener Straße	11-13	8-12	8		8102
Waldbaurstraße	1-15	2-22	1		1079
Waldblick	1-43	2-12	7	BöhLindenthalz-Ehrenberg	7441
Waldemar-Götze-Straße	4-26		1		1401
Waldkerbelstraße	1-25	2-12	2		2401
Waldmeisterweg	3	4-8	7	BöhLindenthalz-Ehrenberg	7441
Waldrebenweg	1-31	2-28A	2	Engelsdorf	2712
Waldstraße	1-53		0		0519
Waldstraße	2-28		0		0549
Waldstraße	30-86		0		0530
Waldstraße	55-85		0		0501
Waldstraße	87-177		0		0519
Waldweg	1-5	2-4	4		4101
Waldwinkel	1-17	2-18	7	Burghausen	7501
Waldzieststraße	1-23		2		2459
Waldzieststraße	2-16		2		2489
Walnußweg	1-25	8	5		5412
Walter-Albrecht-Weg	87-117E	66-98	9		1321
Walter-Albrecht-Weg	119-153		9		1301
Walter-Albrecht-Weg	155-165	100-108	9		1339
Walter-Barth-Straße	1-17	2-18	2		2309
Walter-Cramer-Straße	1-5		9		9139
Walter-Cramer-Straße	2-8		9		9129
Walter-Günther-Weg	9-25	2A-34	2	Engelsdorf	2809
Walter-Heinze-Straße	1-31	2-32	5		5119
Walter-Heise-Straße	1-19	2-20	3	Holzhausen	3519
Walter-Köhn-Straße	1A-3	2A-6B	9	Seehausen	9400
Walter-Markov-Ring	1-57	2-36	3	Holzhausen	3509
Walter-Markov-Ring	38-86		3	Holzhausen	3529
Walter-Markov-Ring	88-114		3	Holzhausen	3509
Walterweg	1-5	4-12	3		3211
Walther-Rathenau-Straße	1-19	2-22	3	Liebertwolkwitz	3409
Wangerooger Weg	2A-10B		8		9209
Wiesenstraße	1-45	2-20	2		2439
Wiesenweg	3-27	2-6	2	Engelsdorf	2711
Wiesenwinkel	1-5A	2-4	9	Wiederitzsch	9531
Wigandstraße	3-21	2-52	5		5211
Wigandstraße	23-45		5		5219
Wildbuschweg	1-41	2-30	2	Engelsdorf	2712
Wildentensteig	1-11	8-10	5		5409
Wildschweinpfad	1-49		5		5409
Wilhelm-Busch-Straße	1-11	2-38	9		1211
Wilhelm-Busch-Straße	13-25		9		1209
Wilhelm-Busch-Straße	29-31	42	9		1339
Wilhelm-His-Straße	1-9	2-8	3		3219
Wilhelminenstraße	7-27	4-28	9		9339
Wilhelminenstraße	29-35	32-38	9		9369
Wilhelm-Leuschner-Platz	1-11	10-12	0		0310
Wilhelm-Liebknecht-Platz	3	4	0		0619
Wilhelm-Liebknecht-Platz	6		0		0621
Wilhelm-Michel-Straße	3-15	4-14	5		5329
Wilhelm-Pfennig-Straße	61-73	60-74	8	Lindenthal	8321
Wilhelm-Plesse-Straße	1-3		9		9129
Wilhelm-Plesse-Straße	2-22		9		9149
Wilhelm-Plesse-Straße	5-37	24-46	9		9139
Wilhelm-Sammet-Straße	1-11	2-10	9		9339
Wilhelm-Sammet-Straße	13	12-26C	9		9171
Wilhelm-Seyfferth-Straße	4		0		0301
Wilhelmstraße	3-17	2-20	8	Lindenthal	8321
Wilhelm-Wild-Straße	1-17	2-16	5		5049
Wilhelm-Winkler-Straße	2-22		7	BöhLindenthalz-Ehrenberg	7421
Wilhelm-Winkler-Straße	3-37	24-28	7	BöhLindenthalz-Ehrenberg	7419
Wilhelm-Winkler-Straße	30-36		7	BöhLindenthalz-Ehrenberg	7421
William-Zipperer-Straße	1-19	4-34	7		7140
William-Zipperer-Straße	25-55		7		7121
William-Zipperer-Straße	36-50		7		7131
William-Zipperer-Straße	57-81	52-66	7		7119
William-Zipperer-Straße	68-88		7		7131
William-Zipperer-Straße	83-159	90-136	7		7359
William-Zipperer-Straße	138-142		7		7309
William-Zipperer-Straße	144-146		7		7359
William-Zipperer-Straße	150-156		7		7319
Willi-Bredel-Straße	1-15		4		4330
Willi-Bredel-Straße	10-18		4		4329
Willmar-Schwabe-Ring	1-11	2-12	2	Mölkau	2619
Willmar-Schwabe-Ring	13-15	14	2	Mölkau	2609
Willmar-Schwabe-Straße	2-4		0		0419
Willy-Brandt-Platz	2		0		0621
Willy-Brandt-Platz	3-7	2A-8D	0		0109
Willy-Brandt-Platz	10		0		0019
Wilsnacker Straße	1-15	2-56	5		6311
Wincklerstraße	1-5	2-10	4		4402
Windmühlenstraße	2-28		0		0310
Windmühlenstraße	23-41		0		0200
Windmühlenweg	1	2-24	8	Lützschena-Stahmeln	8229
Windorfer Straße	1-13	6-24	5		5211
Windorfer Straße	15-25D	32-68	5		5219
Windorfer Straße	31-63	72-114	5		5249
Windscheidstraße	1-27	2-48	4		4111
Windscheidstraße	29-53		4		4109
Windsheimer Straße	1-7A	10	5		6312
Windsheimer Straße	11-21	12-22	5		6311
Wingertgasse	1-43	2-56	5		5339
Wintergartenstraße	9-13	2-12	0		0109
Wintzingerodeweg	1-15	2-16	3		3319
Winzerweg	1		1	Plaußig	1520
Wiprechtstraße	1-23		7		7239
Wiskenstraße	1-21	14	8		8102
Witkowskistraße	1-17	2-8	9		1319
Wittenberger Straße	1-25	4-10	9		9369
Wittenberger Straße	41-63	14-62	9		9349
Wittenberger Straße	65-87		9		9339
Wittestraße	3-7	6-10	7	BöhLindenthalz-Ehrenberg	7401
Wittgensteinweg	1-27	2-32	3		3301
Wittstockstraße	1-11	2-4	3		3019
Wittstockstraße	6-14		3		3009
Witzgallstraße	2-12		3		3089
Witzgallstraße	9-17		3		3039
Witzgallstraße	21-25	18-22	3		3060
Zolaweg	2-38		3		3301
Zolaweg	1-43	42-112	3		3319
Zollikoferstraße	1-31	24-40	1		2149
Zöllnerweg	6		0		0521
Zollschuppenstraße	1-11	2-6A	5		5139
Zschampertaue	7-31	2-52	6		6439
Zschampertaue	54-60		6		6419
Zschochersche Allee	1-15		6		6469
Zschochersche Allee	2-76		6		6489
Zschochersche Straße	1B-1D	2A-2D	7		7161
Zschochersche Straße	5-21	4-14	7		7029
Zschochersche Straße	23-33	16-52	5		5119
Zschochersche Straße	33A-57		5		5109
Zschochersche Straße	59-79E	54-78	5		5129
Zschochersche Straße	84-84A		5		5139
Zschochersche Straße	81-105	86-94	5		5140
Zschölkauer Weg	1	2	9		9309
Zschopauer Straße	1-9		1		1421
Zschopauer Straße	2-10		1		1439
Zschortauer Straße	1-43	4-40	9		9329
Zschortauer Straße	55-105	44-104	9		9309
Zu den Bruchwiesen	1-15	10-12	7	Burghausen	7501
Zu den Gärten	1-5	2-6	9		1220
Zu den Wiesen	2-12		9		1220
Zuckelhausener Ring	1-11	2-10	3	Holzhausen	3521
Zuckelhausener Ring	13-17B	12-16	3	Holzhausen	3529
Zuckelhausener Ring	19		3	Holzhausen	3521
Zuckelhäuser Straße	3-9	2-14	3		3130
Zum Alten Seebad	16-46		2	Engelsdorf	2809
Zum Alten Seebad	85-97	88-108	2	Engelsdorf	2919
Zum Alten Wasserwerk	1-39	2-48	2	Engelsdorf	2809
Zum Althener Sportplatz	1-15	2-4	2	Engelsdorf	2900
Zum Apelstein	1-51	2-22	8	Lindenthal	8311
Zum Auwald	1-9	4-22	8	Lützschena-Stahmeln	8229
Zum Bahnhof	3-19A	2-20	7	Rückmarsdorf	7510
Zum Birkenwäldchen	1-13	2-4	1		1500
Zum Denkmal	1-3		3	Liebertwolkwitz	3419
Zum Denkmal	3A-11	2-24	3	Liebertwolkwitz	3409
Zum Dölitzer Schacht	5-9		4		4401
Zum Dölitzer Schacht	12		4		4410
Zum Feld	1-13	2-16	9	Wiederitzsch	9531
Zum Förderturm	85-105	80	3		3209
Zum Forstgut	1-9	6-10	7	BöhLindenthalz-Ehrenberg	7402
Zum Frischemarkt	1-5	2-2A	8	Lützschena-Stahmeln	8229
Zum Haksch	19-23	14-26	8	Lützschena-Stahmeln	8200
Zum Harfenacker	5-31	2-20	7		7309
Zum Kalten Born	1-19	2-18	8	Lützschena-Stahmeln	8219
Zum Kalten Born	21-31	20-30	8	Lützschena-Stahmeln	8229
Zum Kleewinkel	1	2	7	Burghausen	7501
Zum Kleingartenpark	1-41	2-38	2		2330
Zum Leutzscher Holz	1-21	2-42	7	BöhLindenthalz-Ehrenberg	7401
Zum Lippenplan	36-36I		2	Engelsdorf	2809
Zum Rosengarten	1		3	Liebertwolkwitz	3439
Zum Schwinderplan	1-9	2-36	2	Engelsdorf	2809
